hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
i believe the paper needs a significant rewriting .,clarity the paper is well-written - some parts need improvement but overall i 'm satisfied with the current version .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i believe these analyses will significantly improve the paper .,so i can hardly see any practical implication of the analysis proposed in the paper .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i believe this paper makes a solid nips paper which i would recommend for poster presentation given the limited scope of the impact of the contribution of this paper .,this paper is well-written and addresses the important practical issue of choosing the number of hidden nodes in an rbm .,positive,negative,0,-2,0,-2,0,-2,0,-2,TRUE
i can not recommend acceptance of this paper because of several reasons - the idea is not novel enough .,the paper is well-written in general the idea is intuitive and the experiments are well-described .,positive,negative,0,-1,0,-1,0,-2,0,-2,FALSE
i consider this a novel contribution .,however even that is not entirely novel since such kernels did exist in the past .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i d also like to see some experiments on the effects of training the teacher and student networks jointly from scratch using the proposed loss .,- this paper provides extensive experiments that demonstrate the effectiveness of the proposed method .,positive,negative,0,-1,0,-1,0,1,0,1,FALSE
i 'd expect some discussion of how the proposed approach relate to these classical approaches .,i also find the problem statement that proposed to be interesting and thought provoking and the solution that 's proposed seems quite appropriate and well thought out .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
i did not find any issues with the technical approach and i think the contribution in that respect is sound .,weakness the authors do not provide any theoretical understanding of the algorithm .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i do n't have questions about the proposed model the model is quite clear and seems to be a simple combination of vrnn and dann .,however it is not clear where the advantage is coming from .,negative,positive,0,-1,0,-1,0,1,0,1,FALSE
i don t think the visualization of firing patterns can be used to support the efficiency of the proposed method .,from the experimental results the proposed method clearly out-performs competing algorithms .,positive,negative,0,-1,0,-1,0,-3,0,-3,FALSE
i enjoyed reading this well written paper and also like the taken approach as well as the obtained results .,it did n't become obvious what is your method and if you are comparing to existing literature .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i enjoyed this paper the proposed method is straightforward and the experiments are well-done and demonstrate the potential of the method and for that reason i m recommending an accept .,the experimental results have very low quality as well -- -results are mainly depicted as images with a verbal explanation .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i feel that too many points are scattered and there lacks a central message on the insights gained .,i enjoyed reading the paper immensely-thank you very much for the effort made to provide intuition and to link your work to both recent results as well as to classic techniques like the ode method .,positive,negative,1,5,1,5,1,5,1,5,TRUE
i find it hard to assess the novelty of this work because 1 the algorithm looks like a trivial application of continuous-time normalizing flow to graph data using message passing algorithm and 2 the concurrent work graph normalizing flow gnf liu et al.,the combination of continuous flows and graph structured data is new in the literature as far as i know .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i find the paper interesting but not very clearly written in some sections for instance i would better explain what is the main contribution and devote some more text to the motivation .,the paper is clearly written and well illustrated by figures and examples .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i find the paper quite well-written and i think that this line of work is very interesting the original problem is quite fundamental .,2 .the discussion on lines 229-233 is confusing .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
i find the paper very clearly written with well defined goals and contributions .,- some notation problems that make the paper hard to understand properly - left part of equation 1 has the norms properly specified but everywhere else the norms are not specified .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i find the paper very clearly written with well defined goals and contributions .,especially most of the tilde notations are not defined properly - the title of c.1 does not match with what is present inside and what is stated in the paper .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i find the proposal convincing and well written .,and the readability of the second half of the paper is clearly worse than the first half .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i find their writing almost impeccable .,the results of this paper are exciting however it is a difficult paper to parse .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i find their writing almost impeccable .,please revise the language and be precise .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i find their writing almost impeccable .,the reason i have given this paper is a lower rating is because it is not easy to read the paper .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i found the paper difficult to read and the theoretical claims problematic .,otherwise the presentation is fair there are several results on different datasets which demonstrate the model 's behaviour appropriately .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i found the topic hierarchy diagrams in figure 2 and the supplement to be too small to easily scan and read .,clarity the paper is in general is well written i think there are some parts that can be improved to make it easier and more clear for the reader .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
i found this move interesting and novel although there may be related work i do n't know about it might suggest similar approaches for other undirected models besides rbms .,but it is not novel .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
i found this paper well written and easy to follow .,this would lead the readers highly misunderstand the real contributions of this work .,negative,positive,0,0,0,0,0,-2,0,2,FALSE
i have concerns with the novelty of the proposed method because joint retraining and replay alignments are already employed in two papers referenced in each sections and application of the method in this problem seems straightforward .,the idea is straight forward and easy to understand .,positive,negative,0,-1,0,-1,0,-2,0,1,FALSE
i have the feeling that the write-up and design of the paper could be substantially improved .,it is a well-written paper with clear structure easy to follow .,positive,negative,1,5,1,5,1,5,1,5,TRUE
i have the following criticisms of this work 1 the test problems feel a bit like toy problems .,that is a good coverage of different types of problems which add strength to the idea explored in the manuscript .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i just needed a concrete explanation of how given a new query point in space-time the predicted occupancy would be generated .,overall the paper was well-written and proposes an improvement on an important problem .,positive,negative,0,0,0,0,0,0,0,0,TRUE
i lean to reject this paper because 1 the motivation is not well justified by the experiments 2 the comparison on nasbench-101 is not convincing 3 some important explanation of the method is missing .,beyond this the experimental performance of the authors ' method seems quite good on the tasks considered and at least a substantial subset of the baselines considered are recent .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
i like how the authors tested their method on multiple real and simulated datasets .,it would be interesting to check whether the proposed method can be applied to all these causal diagrams or there are some limitations .,negative,positive,0,0,0,0,0,0,0,0,TRUE
i like the additional experiments on two more data sets i.e.,c. the authors have performed a number of experiments with different configurations .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
i 'm less convinced of the potential impact of the differentially private tpm algorithm 3 -- this seems like a fairly niche topic and it 's not clear that the analysis itself is substantially new or of broad interest .,strengths - the problem addressed by the authors is important - the proposed algorithm is relatively novel and seems effective - while i did n't verify the proofs the arguments appear correct .,positive,negative,0,-1,0,-1,0,-3,0,-3,FALSE
i m not convinced by the discussion presented in section 4.4 .,i do n't have questions about the proposed model the model is quite clear and seems to be a simple combination of vrnn and dann .,positive,negative,0,0,0,0,0,-2,0,2,FALSE
i 'm not sure about the architecture 's potential impact - one needs to access it on a bigger data but it does look promising .,although the basic components of the architecture are pre-existing i think that the high performance and careful experimentation and description make it a very useful contribution .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i m not sure if many practitioners will be able to implement this algorithm from the description here .,moreover some experiment were conducted to support the approach .,positive,negative,0,0,0,0,0,2,0,2,FALSE
i m very confused what you are trying to show .,the paper is well written and the experimental results on synthetic and real world data show that the algorithm can quickly adapt its policy and achieve good results in the tasks when compared to related approaches .,positive,negative,1,5,1,5,1,5,1,5,TRUE
i note that this idea is not new - it has been used extensively in the context of bayesian linear models and i found several references to this kind of model for gps 1-4 .,however to the best of my knowledge the idea of representing the multi-class classification likelihood in terms of independent gamma distributions and then approximating each gamma distribution using a lognormal distribution is indeed original and novel .,positive,negative,0,-1,0,-1,0,1,0,0,FALSE
i really enjoyed reading this paper .,the writing of this paper needs to be greatly improved .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i really enjoyed reading this paper .,it takes a lot of effort to literally understand this paper there may be missing parts misplaced clauses and broken logic between sentences .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i really like the motivation provided here especially the use of the advantage function .,it was difficult for me to understand the motivation .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i recommend rejecting this paper because 1 the writing is unclear and hard to follow and 2 the experiment results are not convincing .,overall the paper incorporates the sentiment information in a neat way .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i recommend rejecting this paper because 1 the writing is unclear and hard to follow and 2 the experiment results are not convincing .,i would accept this paper because - this paper is well written with thoughtful maths details .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i recommend rejecting this paper because 1 the writing is unclear and hard to follow and 2 the experiment results are not convincing .,- the experiments do support what the paper claims .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i recommend to revise and clarify this point .,the article is well-written and easily comprehensible but suffers from several weak points features are not learned directly from the graphs but the approach merely weights graph kernel features .,positive,negative,0,0,0,0,0,0,0,0,TRUE
i remain concerned that the resulting model is not a variational auto-encoder anymore despite the naming of the model but rather closer to a gan where the discriminator is based on the kl divergence and about the experimental section which reveals that the method works well but does not provide a rich analysis for the proposed improvements .,3 the results are extremely impressive .,positive,negative,0,-1,0,-1,0,1,0,0,FALSE
i still stand by my comments below in that i think the work is interesting but that the presentation in its current form is misleading .,the paper is well written and provides substantial detail regarding design decisions of both the proposed method and the data collection process additional details in supplement .,positive,negative,0,-1,0,-1,0,0,0,-3,FALSE
i still think that there is little justification for the algorithm .,while relatively straightforward the approach performs well .,positive,negative,1,5,1,5,1,5,1,5,TRUE
i still think that there is little justification for the algorithm .,the evaluation protocol presented in the paper is well reasoned and the results are promising .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i still think the experiments are thin and that the authors did an unacceptably poor job of relating their work to ideas in machine learning .,the paper is comprehensive including a well-motivated and novel method and reasonably solid theoretical and empirical results .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i think a small discussion on that issue would be great .,the experiments show extremely good performance in terms of compression ratio and convergence speed without any loss of accuracy .,positive,negative,0,0,0,0,0,-2,0,-1,FALSE
i think having the option of restoring the pruned connections is a very good idea and apparently it works well on the experimented benchmarks .,2 the lagrangian obtained in eqn 2 seems incorrect .,negative,positive,0,-1,0,-1,0,0,0,-2,FALSE
i think it opens a new area for information theory and communications with new tools .,this paper lacks theoretical aspect as to no indication is given why rnn based design decoders can be good .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i think it really is not useful and will hurt the impact of your paper .,the paper offers new insights on algorithmic stability which are particularly relevant to the field of machine learning these days given the key role that stability has played in the analysis of widely-used algorithms currently stability seems the only tool to understand the generalization properties of multiple-pass stochastic gradient descent as in 14 and given its connection with differential privacy another main topic of research in the field .,positive,negative,1,4,1,4,1,4,1,4,TRUE
i think that it can be considered a relevant and interesting piece of work very well written and clear .,the writing of this paper needs to be greatly improved .,negative,positive,1,5,1,5,1,5,1,5,TRUE
i think that it can be considered a relevant and interesting piece of work very well written and clear .,it takes a lot of effort to literally understand this paper there may be missing parts misplaced clauses and broken logic between sentences .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i think the paper can be improved significantly in several ways 1- writing the first two sections are relatively well-written .,in my opinion the mathematical writing is not up to the standard for publication in iclr .,negative,positive,0,-1,0,-1,0,-2,0,-2,FALSE
i think the paper is very clearly written in general .,- algorithm the role of the quantities s t x and the parameters epsilon gamma should be explained .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
i think the paper should demonstrate that this is indeed a problem .,few comments 1 the paper is well written and easy to follow .,positive,negative,0,-1,0,-1,0,-2,0,0,FALSE
i think the paper shows good results but it could very much benefit from improved presentation and evaluation .,the paper is well-written in general .,positive,negative,0,-1,0,-1,0,-2,0,1,FALSE
i think their proposed attack is interesting due to its simplicity and effectiveness .,even though the experiments show effectiveness partially on vggnets but the overall improvements are not sufficient for me to claim the general effectiveness of the method unless the paper could provide additional results on broader range of architectures and threat models .,negative,positive,0,0,0,0,0,-1,0,2,FALSE
i think this experiment is a strong support for the proposed method .,i liked the idea of proposing a hypothesis testing approach for finding ood samples generated from a model however my main concern is that the approach has some major practical limitation that the authors have also rightly mentioned in their discussion .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
i think this is a nice contribution and i enjoyed reading this paper with one major caveat regarding some of the experiments .,however this particular paper misses several important points and hence lacks sufficient contribution .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i think this is a nice contribution and i enjoyed reading this paper with one major caveat regarding some of the experiments .,however the novelty of this work is not sufficiently high and its usefulness is questionable .,negative,positive,1,4,1,4,1,4,1,4,TRUE
i think this is important and i 'd have liked to have seen the results .,i would suggest to change the motivation of the proposed approach in comparison to the well-known hdp in the introduction and the abstract .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
i think this paper should be rejected because 1 the approach is not well justified or placed within the large literature on parallel training architectures and population-based training methods 2 the results are competitive with the best in each domain but there are many missing details .,the experiments in the paper seem correctly executed and it is nice that there are multiple baselines but i 'm not convinced that the comparison is very insightful .,positive,negative,0,-2,0,-2,0,-2,0,-2,TRUE
i was confused for this experimental settings .,the paper is written clearly and while the idea is motivated from word2vec and derivatives the application to kmers is original .,positive,negative,0,0,0,0,0,0,0,0,TRUE
if not the quality of the paper would be improved by investigating a bit more the effects of the regularization from an empirical and theoretical perspective .,the paper add value to the research community through thorough experimental study as well as in industry since quantised models are widely used and the presented model is simple and easy to use .,positive,negative,0,-1,0,-1,0,0,0,1,FALSE
in a nutshell this is an interesting paper but i think the write-up could be improved .,it is a well-written paper with clear structure easy to follow .,positive,negative,1,5,1,5,1,5,1,5,TRUE
in addition the authors should explain why deco-3 and lasso-refine were not run for model v .,the paper is well written and reads easily .,positive,negative,0,0,0,0,0,0,0,0,TRUE
in general i think the paper is well-organized .,the consequence is that it make the paper to be hard to read .,negative,positive,0,-1,0,-1,0,-3,0,1,FALSE
in general it 's a bit hard to tell what the contribution of this paper is - as an emperical study of ga 's applied to rl problems the results raise questions 1 why only 13 atari games,in my opinion the authors do indeed have a valuable contribution in a demonstrating that a simple ga can successfully be applied to larger networks than was previously thought to be possible and b introducing a novel software implementation that allows gas to be efficiently scaled distributed similar in nature to the work of salimans et al .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
in general the novelty of the paper is limited and the experimental validation is a bit lacking .,the overall strategy is very interesting the formulation of the solution is sound and the results show consistent improvements over baseline methods .,positive,negative,1,3,1,3,1,3,1,3,TRUE
in general the paper is well written and easy to follow .,much of the discussion contrasting arbitrary action spaces with handcrafted ones are somewhat lost in the actual experimental setup for example the convnet-60k and lstm-10k datasets have well specified parameter spaces .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
in general the results are not very clear and counterintuitive .,the claims are clear and theoretically justified .,positive,negative,1,3,1,3,1,3,1,3,TRUE
in general the results are not very clear and counterintuitive .,significance this is a significant contribution containing somehow simple but surprising results with high practical potential .,positive,negative,1,5,1,5,1,5,1,5,TRUE
in general this is a beautifully written paper with elegant new results in an important area of ml .,the main weakness in my view is the writeup .,negative,positive,1,4,1,4,1,4,1,4,TRUE
in general this paper is easy to follow and clearly presents the main idea and learning procedures of butterfly .,decision weak reject motivation this paper has some merit but does not present the method in a clear way it requires some additional effort to go through the method and retrieve from the appendix information useful for full understanding .,negative,positive,0,-1,0,-1,0,1,0,0,FALSE
in my eyes the limitations of the paper are that the example studied is a bit contrived and as a results i am not sure how general the improvements .,4 the empirical performance of adamshift is impressive .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in my opinion this lack of rigor is problematic for a conference paper that has to be concise and rigorous .,cons theoretical parts are basic results of information theory .,positive,negative,0,0,0,0,0,-2,0,-1,FALSE
in other words the proposed method makes sense intuitively and is validated on several datasets .,the topic of the paper is interesting and the approach seems to be solid however the experiments are not so convincing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
in particular the authors propose alpha weighted peer loss to provide strong theoretical guarantees of the proposed erm framework .,motivation the motivating claim existing approaches require practitioners to specify noise rates is wrong ...,negative,positive,0,0,0,0,0,-1,0,-1,FALSE
in short the experimental section failed to convince me that this approach is doing better than the rest .,the overall strategy is very interesting the formulation of the solution is sound and the results show consistent improvements over baseline methods .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in short the experimental section failed to convince me that this approach is doing better than the rest .,2 .the proposed method achieves good quantitative result in terms of psnr .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in sum on the positive side this paper is well written and contains a fairly simple idea that is well executed .,the downside is that the approximation introduces a new parameter that can not be tuned using marginal likelihood .,negative,positive,0,-1,0,-1,0,0,0,-3,FALSE
in summary i think this is a solid paper with a strong theoretical foundation and extensive experimental validation .,most importantly these two theoretical results do no appear to suggest genuinely new approaches to permutation-invariant data processing in neural networks .,negative,positive,1,5,1,5,1,5,1,5,TRUE
in summary the paper has interesting ideas but it still needs to improve quality of presentation significantly to be a robust submission .,clarity the paper is well-written and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in summary the paper presents a clear exposition of an idea to solve a very relevant research problem namely catastrophic forgetting in generative models .,i have concerns with the novelty of the proposed method because joint retraining and replay alignments are already employed in two papers referenced in each sections and application of the method in this problem seems straightforward .,negative,positive,0,-1,0,-1,0,-3,0,-3,FALSE
in summary this is potentially an interesting approach although the complexity of the method its seemingly ad hoc nature and its comparatively not transparent presentation make it less attractive .,the approach is sound combining many state-of-the-art approaches into a complete pipeline .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in summary this is potentially an interesting approach although the complexity of the method its seemingly ad hoc nature and its comparatively not transparent presentation make it less attractive .,the paper is well written follows a clear structure and provides convincing evidence that the work indeed advances the state of the art for sorting retinal mea data .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in summary this is potentially an interesting approach although the complexity of the method its seemingly ad hoc nature and its comparatively not transparent presentation make it less attractive .,the paper is well written follows a clear structure and provides convincing evidence that the work indeed advances the state of the art for sorting retinal mea data .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in terms of clarity this paper is clearly written and well organized .,- line 114 the authors should introduce the notation for audiences not familiar with manifolds 'd ' in d r theta ... - from the presentations in the supplement i can not see how the consideration of the events immediately imply the theorem .,negative,positive,0,0,0,0,0,0,0,0,TRUE
in terms of quality their method is both theoretically and experimentally verified .,in effect i can not follow why the authors would like to proof convergence results for this setting as i am not convinced why this setting is preferable to other communication and optimization strategies .,negative,positive,0,0,0,0,0,0,0,0,TRUE
in terms of the clarity i think the paper is well written and the experiments are sufficient and convincing .,cons the results are not convincing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
in the present state i think that it is quite hard to read due to the lack of many details not completely honest on some aspects and both theorems are unnecessarily way too technical .,the overall approach is convincing and the results look very good .,positive,negative,1,4,1,4,1,4,1,4,TRUE
in this current form i feel this paper does not give sufficient novelty to be accepted at iclr .,pros - interesting and novel model combining rnns and word-averaging - i find the multiview framework to be a nice contribution having the models tied in this way also improves performance .,positive,negative,1,4,1,4,1,4,1,4,TRUE
interesting paper - the reduction of glm to ole is striking .,as acknowledged by the authors the fundamental ideas relating to the gaussian case are not new but the extension to non-gaussian designs is valuable and interesting .,negative,positive,0,-1,0,-1,0,1,0,-2,FALSE
introduction gives good motivation for why parallelization on optimization algorithm on a manifold is important .,in my opinion the big weakness of the paper is its insufficient motivation of the problem and thus i fail to see the relevance .,negative,positive,0,0,0,0,0,0,0,0,TRUE
it appears to me that both are hard to interpret .,overall the paper is well-written .,positive,negative,0,0,0,0,0,0,0,0,TRUE
it could be a number of different things and im not sure i captured which one it refers to .,clarity the paper is generally well written .,positive,negative,0,0,0,0,0,1,0,-2,FALSE
it defines a methodology that is sound and provides a set of interesting tasks .,however before diving into discussing the detailed solutions there is only superficial mentioning about how a basic qa dataset is modified to construct the type of feedback-carrying dialog that is used in the experiments and there is no justification of how well such data mimic actual learning dialogs in nature .,negative,positive,1,4,1,4,1,4,1,4,TRUE
it describes an interesting problem .,it does n't seem that l-systems form part of the solution to most ml problems and the applications seem a bit off-target for nips -- is this maybe more of a graphics paper,negative,positive,0,0,0,0,0,0,0,0,TRUE
it does n't seem that l-systems form part of the solution to most ml problems and the applications seem a bit off-target for nips -- is this maybe more of a graphics paper,i personally believe it is important to marry generative modelling and discriminative modelling and this paper successfully presents one of ways to do so provides an illustrative examples and shows that the inference for generative models is significantly improved by employing discriminative models .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
it is a bit hard for the audience to figure out what to look at in the figures or what the figures try to prove .,3 the authors have explained the results in a clear way .,positive,negative,1,4,1,4,1,4,1,4,TRUE
it is also not entirely clear how this figure supports the claim of superiority of the proposed method .,the idea of avoiding the log-sum-exp computation in the dv representation of kl is good .,positive,negative,0,-2,0,-2,0,-3,0,-1,FALSE
it is hard to see any innovative aspect in terms of method .,the paper presents an intriguing approach to outlier detection .,positive,negative,1,5,1,5,1,5,1,5,TRUE
it is hard to see any innovative aspect in terms of method .,the paper is relevant to anomaly detetction and the method appears novel .,positive,negative,1,4,1,4,1,4,1,4,TRUE
it is rather densely written but the topics are well explained with thorough referencing to the existing literature .,moreover more comparison between update of mass matrix using monte carlo em and riemannian manifold is necessary e.g.,negative,positive,0,0,0,0,0,2,0,-2,FALSE
it is useless and confusing to give an equation if its meaning can not be understood in that section in which it is presented .,quality the mathematical derivations are very clear and easy to follow .,positive,negative,1,5,1,5,1,5,1,5,TRUE
it is valuable in the sense that it provides a tentative analysis for ssl which previous theoretical analysis fails to perform .,the paper is well written in general with clear contribution regarding the theoretical benefit of leveraging the unlabeled data via the sufficient statistics t px .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
it is well structured and well motivated .,however the reviewer thinks the paper is not sufficiently motivated and the quality of the paper could be further improved by conducting a more thorough analysis of the proposed method and discussing the connection with other existing methods .,negative,positive,1,5,1,5,1,5,1,5,TRUE
it is worth noting that the idea of applying local critics i.e.,interesting and novel idea it works - insufficient ablation and comparison - unclear what the advantages of the presented framework are the presented idea is clearly new and a deviation from standard gan architectures .,positive,negative,0,-1,0,-1,0,0,0,0,FALSE
it provides an important result for a small field .,the authors motivated the problem with opu setup but the results presented in the paper are on a very small scale and not very convincing about potential advantages of the proposed framework .,negative,positive,0,0,0,0,0,0,0,0,TRUE
it provides the linear convergence proof of svrg-bb method however there is not any convergence analysis about sgd-bb method .,the analyses are correct .,positive,negative,0,0,0,0,0,-2,0,-2,FALSE
it seems to be solid work with not much convincing applications and somewhat incremental .,this in itself is an interesting idea and i am interested to see how this embedding method be applied outside of the cnp framework .,positive,negative,1,5,1,5,1,5,1,5,TRUE
it seems to outperform the state-of-the-art but the authors do not give any explanations why .,6 .the results are impressively strong .,positive,negative,0,-1,0,-1,0,-2,0,0,FALSE
it should also be better explained why the performance drops so drastically when the iou threshold is increased .,-- -- -- -- -- -- -- -- -- the paper is overall relatively easy to follow and the results are very good .,positive,negative,0,-1,0,-1,0,-2,0,0,FALSE
it significantly improves over previous state-of-the-art on two popular video action recognition benchmark .,while authors successfully have identified and used the strong aspects of these methods and applied it to their application the paper lacks strong novelty .,negative,positive,1,4,1,4,1,4,1,4,TRUE
it significantly improves over previous state-of-the-art on two popular video action recognition benchmark .,negatives - the overall novelty is only incremental .,negative,positive,1,5,1,5,1,5,1,5,TRUE
it takes a lot of effort to literally understand this paper there may be missing parts misplaced clauses and broken logic between sentences .,the paper reads very well .,positive,negative,1,5,1,5,1,5,1,5,TRUE
it took me some time to parse it all but at the end of the day i think the theory is presented in a logical fashion .,clarity -- -- -- -- -- -- -- the paper is very well-written and clear .,positive,negative,0,-1,0,-1,0,0,0,1,FALSE
it was hard to connect the pieces of the text with the figure as well as the equations .,- it was easy to follow and understand the paper .,positive,negative,1,4,1,4,1,4,1,4,TRUE
it was somewhat disappointing that they do not provide any theoretical guarantee on their method .,the technical details are well explained and might be enough for a publication at nips .,positive,negative,1,5,1,5,1,5,1,5,TRUE
it would be interesting to discuss how the proposed method could be applied to more natural data in real-world applications .,experimental results look promising .,positive,negative,0,0,0,0,0,0,0,0,TRUE
it would be interesting to test on larger conditions .,the experimental results on wn18 and fb15k seem pretty good .,positive,negative,0,0,0,0,0,0,0,0,TRUE
it would have been nice to include at least one end-to-end analysis of streaming and or differentially private recovery for an application like community detection -- this is mentioned in the conclusion as a future direction .,the paper provides fairly interesting results on tensor decomposition .,positive,negative,0,0,0,0,0,1,0,-1,FALSE
it would make this submission more convincing if the authors show the some important applications of their findings .,however i find the experimental findings and discussion of borderline quality for a full conference paper .,positive,negative,0,-1,0,-1,0,0,0,1,FALSE
its contributions are not clear in particular its novelty a better organization with an improved narrative and a deeper analysis need to be incorporated before one can properly judge the real contributions .,comments the organization of the paper is good and the flow is generally clear .,positive,negative,1,4,1,4,1,4,1,4,TRUE
iv the description justification and analysis of the proposed algorithm is not clearly presented and discussed section 2 v evaluation of the algorithm needs to be better .,comments the organization of the paper is good and the flow is generally clear .,positive,negative,1,3,1,3,1,3,1,3,TRUE
key highlights the novelty and the neatness of the problem definition is striking and this will motivate new research in this application .,cons - the theory methodology contribution is limited .,negative,positive,1,4,1,4,1,4,1,4,TRUE
lack of discussion on the proposed algorithm and recent proposed algorithms e.g.,the paper is quite nice and the experimental result is promising even though it is only done on a synthetic dataset .,positive,negative,1,4,1,4,1,4,1,4,TRUE
last the writing is very disjoint and often unclear .,- the paper is technically sound well structured and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
lemma 7 is hard to parse in its current form but the example makes this task easier .,it is fairly intuitive and easy to understand for the reader having some ground knowledge of the bai literature 2 .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
limitations of the proposed results were recognized such as constants still potentially depending on the dimensionality but not in n -d .,pros - the proposed estimator is simple to understand and implement .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
line 131 an histogram -- a histogram this paper is at times sloppily written .,i found the paper to be well-written and relatively easy to follow despite my lack of familiarity with ergodic theory .,positive,negative,1,5,1,5,1,5,1,5,TRUE
line 131 an histogram -- a histogram this paper is at times sloppily written .,the paper is clear and well written .,positive,negative,1,4,1,4,1,4,1,4,TRUE
linebo is a good solution for high dimensions without any assumption on structure like low effective dimensionality .,specifically the degree of novelty on offer seems minimal and the empirical results are underwhelming .,negative,positive,1,5,1,5,1,5,1,5,TRUE
medium - the authors support their claims through clear statement of theorems experiments and do provide novel insights .,i believe that this work is a nice direction but requires significant reworking and better explanation of the theoretical statements if authors believe they are correct .,negative,positive,1,4,1,4,1,4,1,4,TRUE
minor comments several suggestions on writing the introduction contains much technical detail and even experimental results and these are repeated again in later sections .,this design choice feels rather ad hoc .,negative,positive,0,0,0,0,0,0,0,0,TRUE
minor comments the paper is not really well written .,-- the paper has the potential to be really nicely written and well-presented .,positive,negative,1,3,1,3,1,3,1,3,TRUE
minor comments the paper is not really well written .,in general the paper is well-written and easy to follow .,positive,negative,1,3,1,3,1,3,1,3,TRUE
more large scale experiments need to be conducted to justify the solutions they propose .,experimental evaluation on real-world data has been conducted and the results are intuitive to understand .,positive,negative,0,-1,0,-1,0,-3,0,-2,FALSE
more specifically parametric and non-parametric transformations is something that was not mentioned in the formulation and it is difficult for the reader to follow exactly what the authors mean .,clarity the paper is well-written and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
more specifically parametric and non-parametric transformations is something that was not mentioned in the formulation and it is difficult for the reader to follow exactly what the authors mean .,it clearly motivates the problem and explains the details of the network in a degree that it is reproducible .,positive,negative,1,3,1,3,1,3,1,3,TRUE
moreover the exposition was hard to follow .,quality clarity the paper is generally well written .,positive,negative,0,0,0,0,0,2,0,1,FALSE
moreover the paper is well-written and clear .,i would suggest to rephrase this part .,negative,positive,1,5,1,5,1,5,1,5,TRUE
moreover the presentation of the paper is not very clear and i can not see some crucial points as i commented in 5.improvements .,clarity .- the paper is well-written and the method is well-explained .,positive,negative,1,4,1,4,1,4,1,4,TRUE
moreover this paper clearly explains and motivated the formulation of the new optimization algorithm and provides convincing theoretical justification of the methodology .,- the theoretical analysis in section 4.2 is certainly not based on state-of-the-art techniques for analyzing svms .,negative,positive,1,4,1,4,1,4,1,4,TRUE
